name,ID,ALIGN,EYE,HAIR,SEX,ALIVE,APPEARANCES,Year
Kaina (Earth-616),Secret Identity,Good Characters,White Eyes,Brown Hair,Female Characters,Living Characters,39,1979
Aaron Nicholson (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,39,1984
Amiko Kobayashi (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,39,1984
Ghaur (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Blue Hair,Male Characters,Living Characters,39,1985
Quincy McIver (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,39,1985
Ulysses Lugman (Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Living Characters,39,1987
Ananym (Earth-616),Secret Identity,Bad Characters,White Eyes,Red Hair,Female Characters,Living Characters,39,1989
Silverfox (Canadian) (Earth-616),Secret Identity,,Blue Eyes,Black Hair,Female Characters,Deceased Characters,39,1989
Mary Parker (Simulcrum) (Earth-616),,,,,Female Characters,Deceased Characters,39,1992
Carlton LaFroyge (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,39,1993
Cammille Benally (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,39,2005
Brood (Warbound) (Earth-616),Public Identity,Neutral Characters,Yellow Eyes,No Hair,Female Characters,Living Characters,39,2007
Rebecca Barnes (Onslaught Reborn) (Earth-616),Public Identity,,Hazel Eyes,Red Hair,Female Characters,Deceased Characters,39,2007
Cosmo (Dog) (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,39,2008
Fabio Medina (Earth-616),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,Living Characters,39,2013
Henry Casey (Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,Living Characters,38,1952
Harrington Byrd (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,38,1963
Marianne Rodgers (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,38,1963
Victoria Bentley (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Female Characters,Deceased Characters,38,1963
Diane Arliss (Earth-616),,Good Characters,,Black Hair,Female Characters,Living Characters,38,1968
Jonathan Powers (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,38,1968
Amphibius (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Living Characters,38,1969
Susan Scarbo (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,Deceased Characters,38,1970
Jarella (Earth-616),No Dual Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,Deceased Characters,38,1971
William Taurens (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,38,1971
Daniel Drumm (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,38,1973
Paul Cartier (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,38,1973
Marduk Kurios (Earth-616),Secret Identity,Bad Characters,Variable Eyes,Variable Hair,Male Characters,Living Characters,38,1974
Electron (Imperial Guard) (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,Living Characters,38,1977
Karkas (Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,Male Characters,Living Characters,38,1977
William Stryker (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,Deceased Characters,38,1983
Marie-Ange Colbert (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,Deceased Characters,38,1984
Jackie Lukus (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,38,1988
Niels (Earth-616),Secret Identity,Good Characters,Yellow Eyes,Orange Hair,Male Characters,Living Characters,38,1988
Melody Jacobs (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,38,1993
Anne Ghazikhanian (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,38,2002
Ernst (Earth-616),Secret Identity,Good Characters,,Grey Hair,Female Characters,Living Characters,38,2003
Geoffrey Wilder (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,38,2003
Kevin Ford (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,38,2003
Elloe Kaifi (Earth-616),Public Identity,,Red Eyes,Black Hair,Female Characters,Living Characters,38,2006
Ahura Boltagon (Earth-616),No Dual Identity,,Brown Eyes,Black Hair,Male Characters,Living Characters,38,
Franklin Roosevelt (Earth-616),No Dual Identity,,,,Male Characters,Deceased Characters,37,1940
